;;;;;;;;;;;;
Stand: 08.12.2021 09:15:49;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;31;20,410;30;52%;48%;17,713;12.6%;16,017;1013;6%;85;0.42%
2021;32;32,063;30;51%;49%;27,429;12.3%;24,638;1659;7%;140;0.44%
2021;33;49,622;29;51%;49%;40,973;14.9%;37,989;2347;6%;218;0.44%
2021;34;66,346;29;51%;49%;53,237;15.8%;50,423;3183;6%;340;0.51%
2021;35;74,677;30;50%;50%;58,248;16.4%;55,670;3241;6%;409;0.55%
2021;36;71,661;30;50%;50%;55,879;15.3%;53,333;3260;6%;424;0.59%
2021;37;61,454;31;51%;49%;48,633;15.4%;46,272;2754;6%;358;0.58%
2021;38;53,605;31;50%;50%;42,489;14.6%;40,453;2454;6%;337;0.63%
2021;39;56,465;32;50%;50%;45,637;12.8%;43,180;2522;6%;391;0.69%
2021;40;57,971;34;50%;50%;47,793;12.3%;44,251;2578;6%;451;0.78%
2021;41;65,268;34;49%;51%;53,341;10.6%;49,204;3033;6%;511;0.78%
2021;42;97,560;36;49%;51%;77,774;10.1%;71,466;4648;7%;912;0.93%
2021;43;136,895;36;49%;51%;104,279;11.0%;96,205;5752;6%;1080;0.79%
2021;44;177,772;37;49%;51%;118,006;10.6%;113,876;6699;6%;1318;0.74%
2021;45;271,042;36;49%;51%;149,605;11.1%;158,647;8200;5%;1579;0.58%
2021;46;351,239;36;49%;51%;161,593;11.9%;186,459;9186;5%;1509;0.43%
2021;47;402,687;36;49%;51%;153,293;12.0%;192,881;8670;4%;1163;0.29%
2021;48;385,001;36;50%;50%;114,217;12.7%;166,330;6043;4%;490;0.13%
