Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 30/2021;;;;;;;;;;;;
Stand: 03.08.2021 08:36:51;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;39;13,061;37;52%;48%;10,475;18.1%;11,033;780;7%;109;0.83%
2020;40;15,924;38;52%;48%;12,684;17.4%;13,655;888;7%;122;0.77%
2020;41;26,108;39;51%;49%;20,137;16.4%;21,717;1610;7%;245;0.94%
2020;42;42,061;39;51%;49%;31,089;15.9%;34,207;2352;7%;464;1.10%
2020;43;74,866;40;50%;50%;52,784;15.2%;58,847;4160;7%;1008;1.35%
2020;44;111,032;41;50%;50%;76,539;15.5%;85,496;6007;7%;1618;1.46%
2020;45;125,769;41;49%;51%;86,704;15.1%;95,201;6925;7%;1885;1.50%
2020;46;127,781;42;48%;52%;87,301;14.7%;97,391;7621;8%;2516;1.97%
2020;47;128,379;43;47%;53%;88,054;14.7%;97,112;8150;8%;3202;2.49%
2020;48;123,213;44;47%;53%;84,064;15.4%;93,107;8403;9%;3576;2.90%
2020;49;128,396;45;46%;54%;89,105;14.2%;97,277;9218;9%;4443;3.46%
2020;50;156,303;46;45%;55%;109,752;14.6%;118,480;11337;10%;5726;3.66%
2020;51;174,745;46;45%;55%;121,690;14.5%;131,312;12642;10%;6404;3.66%
2020;52;138,996;48;44%;56%;94,723;15.8%;104,043;11140;11%;5667;4.08%
2020;53;123,086;49;44%;56%;86,974;13.4%;94,616;11051;12%;5665;4.60%
2021;1;145,470;48;45%;55%;105,759;13.2%;112,452;11243;10%;5673;3.90%
2021;2;118,926;48;45%;55%;85,464;15.9%;92,362;9977;11%;5024;4.22%
2021;3;95,541;48;46%;54%;70,626;16.0%;76,713;8891;12%;4030;4.22%
2021;4;78,118;48;46%;54%;58,434;16.1%;64,604;7572;12%;3054;3.91%
2021;5;64,571;46;47%;53%;49,421;16.2%;54,282;6515;12%;2225;3.45%
2021;6;50,801;45;48%;52%;39,833;16.5%;43,102;5240;12%;1668;3.28%
2021;7;52,404;44;49%;51%;41,522;16.3%;44,666;5162;12%;1465;2.80%
2021;8;56,361;42;50%;50%;44,695;16.1%;47,806;4851;10%;1203;2.13%
2021;9;58,372;40;51%;49%;46,837;16.0%;49,588;4432;9%;1039;1.78%
2021;10;71,308;39;50%;50%;57,420;16.1%;59,772;4917;8%;1086;1.52%
2021;11;92,598;39;50%;50%;73,990;15.6%;76,975;5776;8%;1259;1.36%
2021;12;116,271;38;51%;49%;91,420;16.2%;96,611;6883;7%;1493;1.28%
2021;13;110,102;39;51%;49%;85,659;15.7%;90,825;6910;8%;1554;1.41%
2021;14;118,258;39;51%;49%;93,223;14.1%;97,354;7557;8%;1547;1.31%
2021;15;142,032;38;51%;49%;110,681;16.2%;117,361;7809;7%;1598;1.13%
2021;16;144,768;37;52%;48%;112,762;17.4%;120,415;7986;7%;1566;1.08%
2021;17;124,851;37;52%;48%;97,796;17.5%;103,342;6698;6%;1250;1.00%
2021;18;101,013;37;51%;49%;80,294;17.0%;84,626;5484;6%;968;0.96%
2021;19;70,862;37;51%;49%;56,176;17.5%;60,036;4007;7%;637;0.90%
2021;20;52,745;36;51%;49%;41,849;18.0%;44,803;2764;6%;422;0.80%
2021;21;29,898;35;52%;48%;23,939;18.8%;25,775;1706;7%;247;0.83%
2021;22;20,713;34;51%;49%;16,480;19.9%;18,027;1132;6%;133;0.64%
2021;23;14,035;33;51%;49%;11,201;22.0%;12,389;811;7%;64;0.46%
2021;24;7,254;32;52%;48%;5,764;22.5%;6,404;515;8%;39;0.54%
2021;25;4,809;32;54%;46%;3,872;21.3%;4,244;354;8%;28;0.58%
2021;26;4,344;32;53%;47%;3,574;16.9%;3,838;306;8%;16;0.37%
2021;27;5,562;32;54%;46%;4,644;13.0%;4,959;350;7%;15;0.27%
2021;28;9,070;30;54%;46%;7,531;12.1%;8,023;393;5%;9;0.10%
2021;29;12,577;30;52%;48%;9,959;12.2%;10,641;474;4%;8;0.06%
2021;30;15,222;31;52%;48%;10,487;13.1%;11,924;468;4%;13;0.09%
