Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 34/2021;;;;;;;;;;;;
Stand: 31.08.2021 08:37:46;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;1;145,441;48;45%;55%;105,926;13.2%;112,551;11264;10%;5683;3.91%
2021;2;118,914;48;45%;55%;85,624;15.9%;92,358;9972;11%;5036;4.23%
2021;3;95,521;48;46%;54%;70,678;16.1%;76,615;8909;12%;4035;4.22%
2021;4;78,118;48;46%;54%;58,537;16.1%;64,587;7578;12%;3057;3.91%
2021;5;64,563;46;47%;53%;49,498;16.2%;54,211;6515;12%;2229;3.45%
2021;6;50,793;45;48%;52%;39,902;16.5%;43,066;5243;12%;1671;3.29%
2021;7;52,395;44;49%;51%;41,615;16.3%;44,642;5166;12%;1465;2.80%
2021;8;56,348;42;50%;50%;44,804;16.1%;47,838;4853;10%;1206;2.14%
2021;9;58,360;40;51%;49%;47,078;16.0%;49,596;4444;9%;1042;1.79%
2021;10;71,291;39;50%;50%;57,526;16.1%;59,743;4916;8%;1085;1.52%
2021;11;92,567;39;50%;50%;74,193;15.6%;77,000;5786;8%;1266;1.37%
2021;12;116,270;38;51%;49%;91,534;16.2%;96,549;6892;7%;1501;1.29%
2021;13;110,097;39;51%;49%;86,160;15.7%;90,908;6930;8%;1561;1.42%
2021;14;118,233;39;51%;49%;93,785;14.1%;97,547;7575;8%;1554;1.31%
2021;15;142,007;38;51%;49%;111,134;16.2%;117,152;7821;7%;1597;1.12%
2021;16;144,756;37;52%;48%;113,074;17.4%;119,549;8002;7%;1580;1.09%
2021;17;124,823;37;52%;48%;98,250;17.5%;102,940;6730;7%;1270;1.02%
2021;18;101,010;37;51%;49%;80,853;17.0%;84,490;5509;7%;979;0.97%
2021;19;70,852;37;51%;49%;56,889;17.5%;59,623;4043;7%;643;0.91%
2021;20;52,732;36;51%;49%;42,258;17.9%;44,527;2774;6%;428;0.81%
2021;21;29,898;35;52%;48%;24,111;18.7%;25,515;1707;7%;253;0.85%
2021;22;20,699;34;51%;49%;16,529;19.8%;17,778;1139;6%;135;0.65%
2021;23;14,027;33;51%;49%;11,227;22.0%;12,243;812;7%;65;0.46%
2021;24;7,261;32;52%;48%;5,789;22.5%;6,318;518;8%;42;0.58%
2021;25;4,813;32;54%;46%;3,885;21.4%;4,151;355;9%;29;0.60%
2021;26;4,343;32;53%;47%;3,614;16.8%;3,789;311;8%;21;0.48%
2021;27;5,556;32;53%;47%;4,736;13.0%;4,843;356;7%;24;0.43%
2021;28;9,076;30;54%;46%;7,837;12.4%;7,818;402;5%;24;0.26%
2021;29;12,600;30;52%;48%;10,921;12.1%;10,294;576;6%;33;0.26%
2021;30;15,478;31;52%;48%;13,243;12.1%;12,230;759;6%;53;0.34%
2021;31;20,381;30;52%;48%;16,685;12.4%;14,853;923;6%;58;0.28%
2021;32;32,008;30;51%;49%;24,746;12.2%;21,889;1464;7%;77;0.24%
2021;33;49,469;29;51%;49%;33,741;14.8%;31,518;1830;6%;63;0.13%
2021;34;64,716;29;51%;49%;34,739;16.0%;35,419;1674;5%;38;0.06%
