Stand: 10.11.2021 08:25:59;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;30;3,924;36;52%;48%;3,152;26.6%;3,423;335;10%;33;0.84%
2020;31;4,832;36;50%;50%;3,792;24.9%;4,221;386;9%;37;0.77%
2020;32;6,057;34;54%;46%;4,585;30.1%;5,295;404;8%;32;0.53%
2020;33;7,952;32;53%;47%;5,861;33.1%;6,947;446;6%;31;0.39%
2020;34;9,594;32;55%;45%;7,196;34.4%;8,262;438;5%;31;0.32%
2020;35;8,827;32;53%;47%;6,855;30.4%;7,387;374;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,666;26.6%;7,089;407;6%;36;0.42%
2020;37;9,760;35;52%;48%;7,682;20.0%;7,998;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,935;18.1%;10,205;684;7%;82;0.67%
2020;39;13,062;37;52%;48%;10,484;17.9%;10,903;781;7%;110;0.84%
2020;40;15,923;38;52%;48%;12,717;17.2%;13,546;892;7%;122;0.77%
2020;41;26,109;39;51%;49%;20,222;16.1%;21,610;1621;8%;245;0.94%
2020;42;42,062;39;51%;49%;31,310;15.7%;34,130;2360;7%;463;1.10%
2020;43;74,870;40;50%;50%;53,171;15.1%;58,786;4189;7%;1012;1.35%
2020;44;111,020;41;50%;50%;76,825;15.3%;84,891;6011;7%;1618;1.46%
2020;45;125,727;41;49%;51%;87,134;15.0%;94,449;6916;7%;1891;1.50%
2020;46;127,781;42;48%;52%;87,680;14.7%;96,834;7617;8%;2520;1.97%
2020;47;128,363;43;47%;53%;88,536;14.7%;96,820;8159;8%;3205;2.50%
2020;48;123,155;44;47%;53%;84,541;15.4%;92,561;8405;9%;3575;2.90%
2020;49;128,357;45;46%;54%;89,732;14.1%;96,755;9255;10%;4457;3.47%
2020;50;156,289;46;45%;55%;110,433;14.5%;117,734;11358;10%;5733;3.67%
2020;51;174,698;46;45%;55%;122,312;14.4%;130,373;12645;10%;6422;3.68%
2020;52;138,948;48;44%;56%;95,460;15.8%;103,518;11119;11%;5687;4.09%
2020;53;123,060;49;44%;56%;87,439;13.4%;93,728;11058;12%;5681;4.62%
2021;1;145,440;48;45%;55%;106,501;13.1%;111,904;11252;10%;5696;3.92%
2021;2;118,881;48;45%;55%;85,995;15.9%;91,846;9967;11%;5057;4.25%
2021;3;95,517;48;46%;54%;71,002;16.0%;76,201;8926;12%;4054;4.24%
2021;4;78,123;48;46%;54%;58,777;16.1%;64,262;7576;12%;3062;3.92%
2021;5;64,553;46;47%;53%;49,692;16.2%;53,576;6504;12%;2237;3.47%
2021;6;50,803;45;48%;52%;40,037;16.6%;42,526;5234;12%;1673;3.29%
2021;7;52,386;44;49%;51%;41,711;16.3%;44,108;5155;12%;1467;2.80%
2021;8;56,348;42;50%;50%;44,913;16.1%;47,311;4850;10%;1210;2.15%
2021;9;58,372;40;51%;49%;47,197;16.0%;48,916;4446;9%;1044;1.79%
2021;10;71,310;39;50%;50%;57,738;16.1%;58,944;4926;8%;1089;1.53%
2021;11;92,581;39;50%;50%;74,451;15.6%;75,977;5800;8%;1274;1.38%
2021;12;116,269;38;51%;49%;91,799;16.2%;95,059;6897;7%;1511;1.30%
2021;13;110,098;39;51%;49%;86,339;15.7%;89,534;6943;8%;1572;1.43%
2021;14;118,266;39;51%;49%;94,285;14.1%;95,847;7609;8%;1569;1.33%
2021;15;142,062;38;51%;49%;111,798;16.1%;115,331;7840;7%;1612;1.13%
2021;16;144,753;37;52%;48%;113,715;17.3%;117,801;8008;7%;1600;1.11%
2021;17;124,796;37;52%;48%;99,039;17.5%;101,235;6765;7%;1286;1.03%
2021;18;100,982;37;51%;49%;81,442;17.1%;82,841;5518;7%;995;0.99%
2021;19;70,817;37;51%;49%;57,052;17.5%;58,137;4063;7%;658;0.93%
2021;20;52,697;36;51%;49%;42,492;18.0%;43,556;2790;6%;438;0.83%
2021;21;29,871;35;52%;48%;24,271;18.7%;24,903;1719;7%;257;0.86%
2021;22;20,676;34;51%;49%;16,642;20.0%;17,220;1143;7%;139;0.67%
2021;23;14,030;33;51%;49%;11,344;22.2%;11,931;812;7%;66;0.47%
2021;24;7,267;32;52%;48%;5,847;22.6%;6,215;524;8%;45;0.62%
2021;25;4,817;32;54%;46%;3,939;21.4%;4,108;360;9%;30;0.62%
2021;26;4,357;32;53%;47%;3,663;17.2%;3,754;317;8%;23;0.53%
2021;27;5,570;32;53%;47%;4,778;13.2%;4,735;362;8%;24;0.43%
2021;28;9,096;30;54%;46%;7,961;12.5%;7,696;412;5%;29;0.32%
2021;29;12,625;30;52%;48%;11,114;12.1%;10,414;585;6%;37;0.29%
2021;30;15,494;31;52%;48%;13,633;12.1%;12,621;783;6%;67;0.43%
2021;31;20,401;30;52%;48%;17,707;12.6%;16,013;1012;6%;84;0.41%
2021;32;32,052;30;51%;49%;27,415;12.3%;24,631;1656;7%;137;0.43%
2021;33;49,607;29;51%;49%;40,902;15.0%;37,968;2342;6%;215;0.43%
2021;34;66,318;29;51%;49%;53,104;15.8%;50,312;3165;6%;333;0.50%
2021;35;74,668;30;50%;50%;58,096;16.5%;55,615;3226;6%;398;0.53%
2021;36;71,648;30;50%;50%;55,641;15.3%;53,231;3244;6%;408;0.57%
2021;37;61,427;31;51%;49%;48,175;15.5%;46,028;2736;6%;343;0.56%
2021;38;53,583;31;50%;50%;42,287;14.6%;40,356;2442;6%;310;0.58%
2021;39;56,439;32;50%;50%;45,345;12.9%;43,034;2503;6%;357;0.63%
2021;40;57,903;34;50%;50%;47,160;12.4%;43,751;2535;6%;387;0.67%
2021;41;65,181;34;49%;51%;52,276;10.7%;48,441;2977;6%;404;0.62%
2021;42;97,300;36;49%;51%;75,118;10.1%;69,670;4402;6%;581;0.60%
2021;43;136,677;36;49%;51%;94,763;10.9%;90,249;5082;6%;486;0.36%
2021;44;176,163;37;49%;51%;87,033;11.1%;95,140;4407;5%;240;0.14%
