;;;;;;;;;;;;
Stand: 24.11.2021 08:21:15;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;31;20,412;30;52%;48%;17,716;12.6%;16,018;1013;6%;85;0.42%
2021;32;32,059;30;51%;49%;27,428;12.3%;24,644;1660;7%;140;0.44%
2021;33;49,620;29;51%;49%;40,942;15.0%;37,986;2345;6%;218;0.44%
2021;34;66,332;29;51%;49%;53,198;15.8%;50,412;3178;6%;337;0.51%
2021;35;74,676;30;50%;50%;58,141;16.5%;55,647;3232;6%;406;0.54%
2021;36;71,657;30;50%;50%;55,762;15.3%;53,322;3257;6%;418;0.58%
2021;37;61,437;31;51%;49%;48,477;15.4%;46,228;2748;6%;352;0.57%
2021;38;53,601;31;50%;50%;42,366;14.6%;40,425;2450;6%;328;0.61%
2021;39;56,455;32;50%;50%;45,443;12.8%;43,118;2515;6%;379;0.67%
2021;40;57,939;34;50%;50%;47,581;12.4%;44,157;2567;6%;423;0.73%
2021;41;65,244;34;49%;51%;52,843;10.7%;48,944;3014;6%;473;0.72%
2021;42;97,428;36;49%;51%;76,741;10.1%;70,839;4590;6%;815;0.84%
2021;43;136,803;36;49%;51%;101,549;10.9%;95,217;5620;6%;898;0.66%
2021;44;177,642;37;49%;51%;113,550;10.5%;111,566;6366;6%;948;0.53%
2021;45;270,710;36;49%;51%;131,251;10.9%;146,432;7094;5%;852;0.31%
2021;46;343,946;36;49%;51%;114,508;11.6%;156,974;6017;4%;371;0.11%
