;;;;;;;;;;;;
Stand: 15.12.2021 07:13:16;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;31;20,412;30;52%;48%;17,714;12.6%;16,018;1013;6%;85;0.42%
2021;32;32,067;30;51%;49%;27,430;12.3%;24,640;1659;7%;141;0.44%
2021;33;49,625;29;51%;49%;40,973;14.9%;37,979;2348;6%;220;0.44%
2021;34;66,342;29;51%;49%;53,276;15.8%;50,417;3184;6%;341;0.51%
2021;35;74,676;30;50%;50%;58,249;16.4%;55,668;3241;6%;412;0.55%
2021;36;71,662;30;50%;50%;55,881;15.3%;53,332;3262;6%;427;0.60%
2021;37;61,454;31;51%;49%;48,648;15.4%;46,270;2754;6%;359;0.58%
2021;38;53,608;31;50%;50%;42,515;14.6%;40,465;2454;6%;340;0.63%
2021;39;56,461;32;50%;50%;45,674;12.8%;43,211;2524;6%;394;0.70%
2021;40;57,980;34;50%;50%;47,839;12.3%;44,271;2582;6%;455;0.78%
2021;41;65,300;34;49%;51%;53,440;10.6%;49,299;3031;6%;523;0.80%
2021;42;97,603;36;49%;51%;78,167;10.0%;71,737;4668;7%;937;0.96%
2021;43;136,971;36;49%;51%;105,234;10.9%;96,605;5779;6%;1123;0.82%
2021;44;177,824;37;49%;51%;120,006;10.5%;114,443;6775;6%;1423;0.80%
2021;45;271,229;36;49%;51%;152,585;11.1%;160,742;8371;5%;1813;0.67%
2021;46;351,611;36;49%;51%;169,513;11.8%;191,842;9640;5%;1924;0.55%
2021;47;403,165;36;49%;51%;170,537;12.3%;202,156;9691;5%;1845;0.46%
2021;48;388,179;36;50%;50%;146,616;12.3%;185,173;8579;5%;1115;0.29%
2021;49;336,072;35;49%;51%;110,166;13.1%;152,691;5911;4%;445;0.13%
