;;;;;;;;;;;;
Stand: 26.01.2022 07:24:32;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;35;8,827;32;53%;47%;6,859;30.4%;7,342;373;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,667;26.6%;7,032;407;6%;36;0.42%
2020;37;9,758;35;52%;48%;7,683;20.0%;7,926;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,938;18.1%;10,115;685;7%;82;0.67%
2020;39;13,064;37;52%;48%;10,482;17.9%;10,831;781;7%;110;0.84%
2020;40;15,926;38;52%;48%;12,718;17.1%;13,446;891;7%;122;0.77%
2020;41;26,119;39;51%;49%;20,233;16.1%;21,483;1624;8%;246;0.94%
2020;42;42,062;39;51%;49%;31,324;15.7%;33,912;2362;7%;463;1.10%
2020;43;74,868;40;50%;50%;53,231;15.1%;58,379;4185;7%;1015;1.36%
2020;44;111,006;41;50%;50%;76,867;15.3%;84,535;6007;7%;1620;1.46%
2020;45;125,723;41;49%;51%;87,148;15.0%;94,164;6922;7%;1895;1.51%
2020;46;127,785;42;48%;52%;87,610;14.7%;96,542;7622;8%;2526;1.98%
2020;47;128,377;43;47%;53%;88,535;14.7%;96,537;8167;8%;3214;2.50%
2020;48;123,148;44;47%;53%;84,499;15.4%;92,379;8405;9%;3582;2.91%
2020;49;128,352;45;46%;54%;89,678;14.1%;96,554;9256;10%;4461;3.48%
2020;50;156,300;46;45%;55%;110,422;14.5%;117,518;11364;10%;5739;3.67%
2020;51;174,701;46;45%;55%;122,348;14.4%;130,129;12653;10%;6430;3.68%
2020;52;138,928;48;44%;56%;95,484;15.8%;103,265;11120;11%;5693;4.10%
2020;53;123,087;49;44%;56%;87,457;13.4%;93,513;11060;12%;5688;4.62%
2021;1;145,478;48;45%;55%;106,579;13.1%;111,641;11259;10%;5699;3.92%
2021;2;118,909;48;45%;55%;86,016;15.9%;91,620;9977;11%;5067;4.26%
2021;3;95,528;48;46%;54%;71,007;16.0%;75,977;8927;12%;4064;4.25%
2021;4;78,126;48;46%;54%;58,792;16.1%;64,058;7578;12%;3069;3.93%
2021;5;64,557;46;47%;53%;49,688;16.2%;53,445;6509;12%;2239;3.47%
2021;6;50,796;45;48%;52%;40,045;16.6%;42,437;5235;12%;1674;3.30%
2021;7;52,394;44;49%;51%;41,722;16.3%;44,000;5154;12%;1467;2.80%
2021;8;56,339;42;50%;50%;44,940;16.1%;47,203;4851;10%;1215;2.16%
2021;9;58,367;40;51%;49%;47,186;16.0%;48,738;4444;9%;1043;1.79%
2021;10;71,328;39;50%;50%;57,761;16.1%;58,729;4917;8%;1089;1.53%
2021;11;92,595;39;50%;50%;74,487;15.6%;75,537;5795;8%;1275;1.38%
2021;12;116,258;38;51%;49%;91,839;16.2%;94,343;6898;7%;1514;1.30%
2021;13;110,102;39;51%;49%;86,385;15.7%;89,074;6950;8%;1577;1.43%
2021;14;118,269;39;51%;49%;94,356;14.1%;95,212;7614;8%;1575;1.33%
2021;15;142,048;38;51%;49%;111,829;16.1%;114,839;7844;7%;1614;1.14%
2021;16;144,749;37;52%;48%;113,761;17.3%;117,082;8019;7%;1604;1.11%
2021;17;124,776;37;52%;48%;99,063;17.5%;100,472;6764;7%;1288;1.03%
2021;18;100,971;37;51%;49%;81,636;17.1%;82,424;5524;7%;998;0.99%
2021;19;70,802;37;51%;49%;57,422;17.5%;58,185;4067;7%;662;0.94%
2021;20;52,689;36;51%;49%;42,517;18.0%;43,340;2791;6%;440;0.84%
2021;21;29,886;35;52%;48%;24,290;18.7%;24,701;1717;7%;257;0.86%
2021;22;20,681;34;51%;49%;16,655;20.0%;17,132;1140;7%;140;0.68%
2021;23;14,046;33;51%;49%;11,354;22.2%;11,869;813;7%;66;0.47%
2021;24;7,276;32;51%;49%;5,854;22.6%;6,160;525;9%;46;0.63%
2021;25;4,838;32;54%;46%;3,942;21.4%;4,077;362;9%;30;0.62%
2021;26;4,363;32;53%;47%;3,665;17.2%;3,731;317;8%;23;0.53%
2021;27;5,577;32;53%;47%;4,781;13.3%;4,690;362;8%;24;0.43%
2021;28;9,102;30;54%;46%;7,962;12.5%;7,622;413;5%;29;0.32%
2021;29;12,623;30;52%;48%;11,116;12.1%;10,377;586;6%;39;0.31%
2021;30;15,508;31;52%;48%;13,655;12.1%;12,625;787;6%;69;0.44%
2021;31;20,414;30;52%;48%;17,721;12.6%;16,162;1010;6%;86;0.42%
2021;32;32,063;30;51%;49%;27,451;12.3%;24,863;1664;7%;142;0.44%
2021;33;49,626;29;51%;49%;41,040;14.9%;38,351;2352;6%;220;0.44%
2021;34;66,354;29;51%;49%;53,312;15.8%;50,860;3186;6%;343;0.52%
2021;35;74,692;30;50%;50%;58,348;16.4%;56,273;3253;6%;420;0.56%
2021;36;71,676;30;50%;50%;56,182;15.3%;53,915;3270;6%;441;0.62%
2021;37;61,454;31;51%;49%;48,966;15.4%;46,567;2758;6%;373;0.61%
2021;38;53,623;31;50%;50%;42,837;14.6%;40,676;2461;6%;345;0.64%
2021;39;56,472;32;50%;50%;46,068;12.8%;43,373;2532;6%;407;0.72%
2021;40;58,005;34;50%;50%;48,220;12.4%;44,433;2596;6%;475;0.82%
2021;41;65,347;34;49%;51%;53,842;10.6%;49,609;3043;6%;558;0.85%
2021;42;97,732;36;49%;51%;79,599;10.1%;72,597;4711;6%;1010;1.03%
2021;43;137,037;36;49%;51%;107,908;10.9%;98,710;5875;6%;1238;0.90%
2021;44;177,919;37;49%;51%;127,452;10.4%;117,856;6933;6%;1608;0.90%
2021;45;271,383;36;49%;51%;167,641;11.0%;166,665;8655;5%;2166;0.80%
2021;46;351,767;36;49%;51%;189,556;11.8%;201,848;10170;5%;2551;0.73%
2021;47;403,430;36;49%;51%;196,736;12.2%;216,064;10691;5%;2868;0.71%
2021;48;388,329;36;50%;50%;180,868;12.5%;202,596;10281;5%;2627;0.68%
2021;49;338,249;35;49%;51%;158,485;13.2%;179,422;9432;5%;2261;0.67%
2021;50;273,691;34;49%;51%;130,171;14.1%;148,760;7641;5%;1741;0.64%
2021;51;194,002;34;49%;51%;93,193;15.3%;105,770;5220;5%;1086;0.56%
2021;52;208,623;35;49%;51%;98,516;12.8%;113,144;4993;4%;768;0.37%
2022;1;337,711;34;49%;51%;140,291;13.7%;176,424;4788;3%;546;0.16%
2022;2;485,095;31;50%;50%;152,026;16.4%;224,461;4300;2%;281;0.06%
2022;3;763,027;30;50%;50%;139,919;15.0%;288,329;4214;1%;146;0.02%
