Stand: 23.03.2022 08:58:15;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;26;4,377;32;53%;47%;3,668;17.2%;3,728;318;9%;24;0.55%
2021;27;5,582;32;53%;47%;4,781;13.3%;4,685;363;8%;25;0.45%
2021;28;9,107;30;54%;46%;7,964;12.5%;7,611;413;5%;29;0.32%
2021;29;12,637;30;52%;48%;11,123;12.1%;10,382;586;6%;40;0.32%
2021;30;15,511;31;52%;48%;13,658;12.1%;12,620;786;6%;70;0.45%
2021;31;20,418;30;52%;48%;17,733;12.6%;16,160;1010;6%;88;0.43%
2021;32;32,070;30;51%;49%;27,485;12.3%;24,871;1669;7%;144;0.45%
2021;33;49,644;29;51%;49%;41,105;14.9%;38,366;2354;6%;222;0.45%
2021;34;66,380;29;51%;49%;53,351;15.8%;50,867;3188;6%;346;0.52%
2021;35;74,744;30;50%;50%;58,448;16.4%;56,301;3265;6%;427;0.57%
2021;36;71,674;30;50%;50%;56,368;15.3%;53,945;3286;6%;445;0.62%
2021;37;61,472;31;51%;49%;49,184;15.4%;46,610;2776;6%;383;0.62%
2021;38;53,607;31;50%;50%;43,000;14.6%;40,693;2471;6%;350;0.65%
2021;39;56,490;32;50%;50%;46,283;12.8%;43,420;2541;6%;417;0.74%
2021;40;58,004;34;50%;50%;48,384;12.4%;44,495;2613;6%;482;0.83%
2021;41;65,354;34;49%;51%;54,125;10.6%;49,683;3056;6%;572;0.88%
2021;42;97,729;36;49%;51%;80,271;10.0%;72,850;4727;6%;1031;1.05%
2021;43;137,031;36;49%;51%;109,106;10.9%;99,264;5896;6%;1262;0.92%
2021;44;177,881;37;49%;51%;129,464;10.4%;118,954;6988;6%;1649;0.93%
2021;45;271,302;36;49%;51%;171,402;11.0%;167,898;8727;5%;2239;0.83%
2021;46;351,725;36;49%;51%;197,740;11.6%;204,079;10293;5%;2640;0.75%
2021;47;403,327;36;49%;51%;206,517;12.0%;218,935;10880;5%;3014;0.75%
2021;48;388,278;36;50%;50%;188,033;12.5%;206,479;10470;5%;2790;0.72%
2021;49;338,199;35;49%;51%;165,285;13.2%;182,910;9616;5%;2440;0.72%
2021;50;273,610;34;49%;51%;135,928;14.1%;151,688;7835;5%;1912;0.70%
2021;51;193,943;34;49%;51%;97,501;15.3%;107,690;5404;5%;1229;0.63%
2021;52;208,754;35;49%;51%;104,043;12.8%;115,832;5218;5%;976;0.47%
2022;1;338,133;33;49%;51%;152,546;13.7%;183,973;5152;3%;804;0.24%
2022;2;486,069;31;50%;50%;173,393;16.3%;240,161;4990;2%;638;0.13%
2022;3;796,101;30;50%;50%;217,764;16.1%;344,946;6577;2%;767;0.10%
2022;4;1,110,543;30;49%;51%;234,657;16.3%;441,652;7871;2%;958;0.09%
2022;5;1,289,467;31;49%;51%;241,250;15.5%;479,248;9481;2%;1224;0.09%
2022;6;1,306,768;32;48%;52%;248,530;14.7%;502,031;9744;2%;1370;0.10%
2022;7;1,190,319;33;48%;52%;217,986;14.5%;466,722;9713;2%;1316;0.11%
2022;8;1,090,173;34;48%;52%;198,068;14.1%;424,451;9150;2%;1033;0.09%
2022;9;1,124,016;35;47%;53%;191,782;13.1%;437,983;8502;2%;838;0.07%
2022;10;1,393,135;35;48%;52%;194,410;13.3%;514,788;9171;2%;619;0.04%
2022;11;1,528,376;36;48%;52%;145,630;13.5%;518,309;7884;2%;298;0.02%
