;;;;;;;;;;;;
Stand: 16.02.2022 ;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;45;125,727;41;49%;51%;87,193;15.0%;94,209;6924;7%;1897;1.51%
2020;46;127,807;42;48%;52%;87,611;14.7%;96,544;7626;8%;2530;1.98%
2020;47;128,392;43;47%;53%;88,562;14.7%;96,561;8174;8%;3216;2.50%
2020;48;123,139;44;47%;53%;84,493;15.4%;92,368;8405;9%;3584;2.91%
2020;49;128,363;45;46%;54%;89,677;14.1%;96,543;9259;10%;4464;3.48%
2020;50;156,299;46;45%;55%;110,410;14.5%;117,485;11366;10%;5741;3.67%
2020;51;174,698;46;45%;55%;122,346;14.4%;130,106;12653;10%;6432;3.68%
2020;52;138,926;48;44%;56%;95,482;15.8%;103,250;11123;11%;5699;4.10%
2020;53;123,084;49;44%;56%;87,473;13.4%;93,506;11060;12%;5702;4.63%
2021;1;145,482;48;45%;55%;106,576;13.1%;111,611;11254;10%;5713;3.93%
2021;2;118,911;48;45%;55%;86,017;15.9%;91,606;9981;11%;5075;4.27%
2021;3;95,545;48;46%;54%;71,009;16.0%;75,956;8926;12%;4078;4.27%
2021;4;78,165;48;46%;54%;58,801;16.1%;64,052;7578;12%;3076;3.94%
2021;5;64,584;46;47%;53%;49,686;16.2%;53,432;6508;12%;2243;3.47%
2021;6;50,812;45;48%;52%;40,047;16.6%;42,437;5239;12%;1676;3.30%
2021;7;52,404;44;49%;51%;41,721;16.3%;43,996;5154;12%;1470;2.81%
2021;8;56,348;42;50%;50%;44,939;16.1%;47,196;4851;10%;1216;2.16%
2021;9;58,375;40;51%;49%;47,185;16.0%;48,732;4443;9%;1043;1.79%
2021;10;71,337;39;50%;50%;57,759;16.1%;58,733;4917;8%;1091;1.53%
2021;11;92,595;39;50%;50%;74,480;15.5%;75,530;5794;8%;1275;1.38%
2021;12;116,275;38;51%;49%;91,842;16.2%;94,345;6900;7%;1517;1.30%
2021;13;110,101;39;51%;49%;86,378;15.7%;89,084;6951;8%;1581;1.44%
2021;14;118,266;39;51%;49%;94,363;14.1%;95,209;7614;8%;1578;1.33%
2021;15;142,055;38;51%;49%;111,828;16.1%;114,828;7844;7%;1616;1.14%
2021;16;144,750;37;52%;48%;113,761;17.3%;117,054;8020;7%;1606;1.11%
2021;17;124,783;37;52%;48%;99,060;17.5%;100,462;6767;7%;1291;1.03%
2021;18;100,972;37;51%;49%;81,631;17.1%;82,399;5526;7%;1002;0.99%
2021;19;70,808;37;51%;49%;57,424;17.5%;58,176;4065;7%;663;0.94%
2021;20;52,694;36;51%;49%;42,839;18.1%;43,644;2792;6%;440;0.84%
2021;21;29,886;35;52%;48%;24,291;18.7%;24,700;1718;7%;258;0.86%
2021;22;20,684;34;51%;49%;16,660;20.0%;17,129;1141;7%;140;0.68%
2021;23;14,047;33;51%;49%;11,352;22.2%;11,870;813;7%;66;0.47%
2021;24;7,278;32;51%;49%;5,851;22.6%;6,159;525;9%;46;0.63%
2021;25;4,843;32;54%;46%;3,944;21.4%;4,078;362;9%;30;0.62%
2021;26;4,368;32;53%;47%;3,667;17.2%;3,732;317;8%;24;0.55%
2021;27;5,580;32;53%;47%;4,781;13.3%;4,690;363;8%;24;0.43%
2021;28;9,103;30;54%;46%;7,961;12.5%;7,618;413;5%;29;0.32%
2021;29;12,627;30;52%;48%;11,118;12.1%;10,384;586;6%;39;0.31%
2021;30;15,506;31;52%;48%;13,654;12.2%;12,622;787;6%;69;0.44%
2021;31;20,415;30;52%;48%;17,722;12.6%;16,160;1010;6%;86;0.42%
2021;32;32,066;30;51%;49%;27,456;12.3%;24,871;1665;7%;142;0.44%
2021;33;49,635;29;51%;49%;41,051;14.9%;38,353;2352;6%;221;0.45%
2021;34;66,356;29;51%;49%;53,315;15.8%;50,866;3186;6%;343;0.52%
2021;35;74,698;30;50%;50%;58,368;16.5%;56,278;3255;6%;425;0.57%
2021;36;71,673;30;50%;50%;56,214;15.3%;53,923;3273;6%;443;0.62%
2021;37;61,454;31;51%;49%;48,995;15.4%;46,568;2765;6%;379;0.62%
2021;38;53,617;31;50%;50%;42,846;14.6%;40,677;2467;6%;348;0.65%
2021;39;56,480;32;50%;50%;46,087;12.8%;43,391;2533;6%;408;0.72%
2021;40;58,007;34;50%;50%;48,256;12.4%;44,471;2603;6%;480;0.83%
2021;41;65,354;34;49%;51%;53,887;10.6%;49,658;3051;6%;566;0.87%
2021;42;97,731;36;49%;51%;79,854;10.1%;72,772;4718;6%;1026;1.05%
2021;43;137,042;36;49%;51%;108,453;10.9%;99,116;5885;6%;1248;0.91%
2021;44;177,896;37;49%;51%;128,077;10.4%;118,357;6951;6%;1630;0.92%
2021;45;271,380;36;49%;51%;169,382;11.0%;167,236;8703;5%;2212;0.82%
2021;46;351,771;36;49%;51%;193,116;11.7%;202,449;10247;5%;2602;0.74%
2021;47;403,433;36;49%;51%;200,309;12.1%;216,925;10807;5%;2968;0.74%
2021;48;388,377;36;50%;50%;184,431;12.6%;204,562;10389;5%;2742;0.71%
2021;49;338,209;35;49%;51%;161,875;13.2%;181,188;9535;5%;2365;0.70%
2021;50;273,596;34;49%;51%;132,223;14.1%;149,794;7753;5%;1858;0.68%
2021;51;193,955;34;49%;51%;95,126;15.2%;106,572;5331;5%;1185;0.61%
2021;52;208,656;35;49%;51%;101,066;12.8%;114,264;5140;4%;906;0.43%
2022;1;337,839;33;49%;51%;146,065;13.7%;179,827;5014;3%;735;0.22%
2022;2;485,895;31;50%;50%;165,416;16.4%;234,345;4793;2%;551;0.11%
2022;3;794,004;30;50%;50%;204,211;16.3%;335,320;6216;2%;578;0.07%
2022;4;1,097,903;30;49%;51%;207,735;16.7%;422,941;7126;2%;601;0.05%
2022;5;1,272,490;31;49%;51%;203,201;15.6%;450,960;7956;2%;560;0.04%
2022;6;1,284,325;32;48%;52%;165,405;14.0%;449,270;6474;1%;308;0.02%
