Die 7-Tage-Inzidenz für hospitalisierte COVID-19-Fälle /100.000 Einwohner nach Meldedatum basierend auf der Verordnung vom 13.07.2021 zur Meldepflicht der Krankenhausaufnahme von COVID-19 Hospitalisierten ab KW28/2021.;;;;;;;;;;;;
Stand: 27.10.2021 09:18:50;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;8;56,347;42;50%;50%;44,909;16.1%;47,336;4848;10%;1209;2.15%
2021;9;58,371;40;51%;49%;47,186;16.0%;48,952;4441;9%;1044;1.79%
2021;10;71,310;39;50%;50%;57,732;16.1%;59,006;4919;8%;1089;1.53%
2021;11;92,578;39;50%;50%;74,443;15.6%;76,007;5796;8%;1273;1.38%
2021;12;116,267;38;51%;49%;91,765;16.2%;95,174;6892;7%;1511;1.30%
2021;13;110,094;39;51%;49%;86,316;15.7%;89,694;6942;8%;1571;1.43%
2021;14;118,267;39;51%;49%;94,262;14.1%;96,107;7602;8%;1569;1.33%
2021;15;142,059;38;51%;49%;111,779;16.1%;115,816;7852;7%;1611;1.13%
2021;16;144,760;37;52%;48%;113,691;17.3%;118,311;8015;7%;1599;1.10%
2021;17;124,793;37;52%;48%;99,022;17.5%;101,547;6767;7%;1283;1.03%
2021;18;100,980;37;51%;49%;81,296;17.1%;83,095;5520;7%;995;0.99%
2021;19;70,818;37;51%;49%;57,045;17.5%;58,417;4058;7%;656;0.93%
2021;20;52,695;36;51%;49%;42,484;18.0%;43,681;2790;6%;436;0.83%
2021;21;29,870;35;52%;48%;24,269;18.7%;25,017;1719;7%;257;0.86%
2021;22;20,672;34;51%;49%;16,636;20.0%;17,302;1143;7%;138;0.67%
2021;23;14,028;33;51%;49%;11,341;22.2%;12,013;811;7%;66;0.47%
2021;24;7,266;32;52%;48%;5,846;22.6%;6,239;524;8%;44;0.61%
2021;25;4,817;32;54%;46%;3,939;21.4%;4,124;360;9%;30;0.62%
2021;26;4,351;32;53%;47%;3,660;17.2%;3,753;317;8%;23;0.53%
2021;27;5,566;32;53%;47%;4,777;13.3%;4,751;362;8%;24;0.43%
2021;28;9,092;30;54%;46%;7,958;12.5%;7,733;412;5%;29;0.32%
2021;29;12,623;30;52%;48%;11,113;12.1%;10,410;584;6%;37;0.29%
2021;30;15,490;31;52%;48%;13,627;12.1%;12,602;781;6%;66;0.43%
2021;31;20,396;30;52%;48%;17,675;12.6%;15,943;1005;6%;84;0.41%
2021;32;32,041;30;51%;49%;27,234;12.3%;24,402;1646;7%;136;0.42%
2021;33;49,606;29;51%;49%;40,672;15.0%;37,695;2328;6%;210;0.42%
2021;34;66,300;29;51%;49%;52,855;15.8%;49,968;3157;6%;328;0.49%
2021;35;74,658;30;50%;50%;57,751;16.5%;55,215;3215;6%;392;0.53%
2021;36;71,648;30;50%;50%;54,699;15.3%;52,270;3214;6%;395;0.55%
2021;37;61,412;31;51%;49%;47,140;15.5%;45,043;2684;6%;333;0.54%
2021;38;53,571;31;50%;50%;42,110;14.6%;40,176;2420;6%;280;0.52%
2021;39;56,416;32;50%;50%;44,752;12.8%;42,514;2454;6%;303;0.54%
2021;40;57,875;34;50%;50%;46,060;12.4%;43,018;2435;6%;288;0.50%
2021;41;65,137;34;49%;51%;49,670;10.8%;46,534;2698;6%;215;0.33%
2021;42;96,346;36;49%;51%;62,797;10.4%;61,591;3141;5%;143;0.15%
