Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 36/2021;;;;;;;;;;;;
Stand: 15.09.2021 07:58:55;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;52;138,953;48;44%;56%;94,895;15.8%;103,908;11119;11%;5678;4.09%
2020;53;123,073;49;44%;56%;87,192;13.4%;94,529;11063;12%;5672;4.61%
2021;1;145,447;48;45%;55%;105,978;13.2%;112,493;11260;10%;5685;3.91%
2021;2;118,907;48;45%;55%;85,655;15.9%;92,355;9979;11%;5038;4.24%
2021;3;95,518;48;46%;54%;70,683;16.1%;76,622;8913;12%;4035;4.22%
2021;4;78,131;48;46%;54%;58,596;16.1%;64,636;7580;12%;3060;3.92%
2021;5;64,561;46;47%;53%;49,544;16.2%;53,980;6506;12%;2232;3.46%
2021;6;50,807;45;48%;52%;39,923;16.5%;42,793;5236;12%;1671;3.29%
2021;7;52,391;44;49%;51%;41,647;16.3%;44,350;5160;12%;1465;2.80%
2021;8;56,348;42;50%;50%;44,836;16.1%;47,569;4851;10%;1206;2.14%
2021;9;58,363;40;51%;49%;47,102;16.0%;49,223;4436;9%;1042;1.79%
2021;10;71,293;39;50%;50%;57,551;16.1%;59,128;4914;8%;1087;1.52%
2021;11;92,577;39;50%;50%;74,236;15.6%;76,272;5788;8%;1268;1.37%
2021;12;116,260;38;51%;49%;91,556;16.2%;95,547;6880;7%;1503;1.29%
2021;13;110,094;39;51%;49%;86,166;15.7%;90,081;6926;8%;1566;1.42%
2021;14;118,240;39;51%;49%;93,846;14.1%;96,625;7590;8%;1561;1.32%
2021;15;142,009;38;51%;49%;111,290;16.1%;116,274;7832;7%;1601;1.13%
2021;16;144,749;37;52%;48%;113,367;17.3%;118,603;8004;7%;1582;1.09%
2021;17;124,820;37;52%;48%;98,429;17.5%;101,834;6749;7%;1271;1.02%
2021;18;101,007;37;51%;49%;81,017;17.1%;83,694;5509;7%;982;0.97%
2021;19;70,841;37;51%;49%;56,914;17.5%;58,945;4048;7%;645;0.91%
2021;20;52,731;36;51%;49%;42,282;17.9%;43,951;2775;6%;430;0.82%
2021;21;29,896;35;52%;48%;24,116;18.7%;25,255;1709;7%;253;0.85%
2021;22;20,695;34;51%;49%;16,551;19.9%;17,538;1138;6%;136;0.66%
2021;23;14,027;33;51%;49%;11,257;22.1%;12,118;812;7%;65;0.46%
2021;24;7,264;32;52%;48%;5,801;22.6%;6,274;518;8%;43;0.59%
2021;25;4,815;32;54%;46%;3,914;21.4%;4,149;359;9%;29;0.60%
2021;26;4,348;32;53%;47%;3,640;17.1%;3,774;314;8%;21;0.48%
2021;27;5,561;32;53%;47%;4,764;13.1%;4,815;360;7%;24;0.43%
2021;28;9,090;30;54%;46%;7,895;12.5%;7,792;410;5%;28;0.31%
2021;29;12,613;30;52%;48%;11,011;12.1%;10,326;578;6%;37;0.29%
2021;30;15,483;31;52%;48%;13,469;12.2%;12,409;773;6%;62;0.40%
2021;31;20,390;30;52%;48%;17,178;12.4%;15,313;964;6%;71;0.35%
2021;32;32,031;30;51%;49%;25,497;12.2%;22,585;1530;7%;119;0.37%
2021;33;49,577;29;51%;49%;37,100;14.5%;34,077;2129;6%;162;0.33%
2021;34;66,244;29;51%;49%;46,480;15.5%;44,267;2795;6%;185;0.28%
2021;35;74,605;30;50%;50%;47,607;16.4%;46,609;2623;6%;154;0.21%
2022;36;70,944;30;50%;50%;39,898;15.0%;40,403;2010;5%;52;0.07%
