Stand: 16.03.2022 08:59:21;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;42;97,729;36;49%;51%;80,260;10.0%;72,841;4727;6%;1031;1.05%
2021;43;137,033;36;49%;51%;109,027;10.9%;99,237;5893;6%;1261;0.92%
2021;44;177,883;37;49%;51%;129,396;10.4%;118,929;6987;6%;1649;0.93%
2021;45;271,298;36;49%;51%;170,950;11.0%;167,838;8728;5%;2239;0.83%
2021;46;351,730;36;49%;51%;197,078;11.7%;203,906;10285;5%;2639;0.75%
2021;47;403,343;36;49%;51%;205,333;12.0%;218,530;10869;5%;3009;0.75%
2021;48;388,288;36;50%;50%;187,355;12.5%;206,162;10458;5%;2787;0.72%
2021;49;338,207;35;49%;51%;164,852;13.2%;182,763;9604;5%;2435;0.72%
2021;50;273,618;34;49%;51%;135,643;14.1%;151,655;7833;5%;1906;0.70%
2021;51;193,939;34;49%;51%;97,328;15.3%;107,668;5401;5%;1227;0.63%
2021;52;208,739;35;49%;51%;103,638;12.8%;115,631;5208;5%;973;0.47%
2022;1;338,137;33;49%;51%;152,046;13.7%;183,787;5140;3%;800;0.24%
2022;2;486,064;31;50%;50%;171,876;16.3%;239,017;4972;2%;634;0.13%
2022;3;796,065;30;50%;50%;216,574;16.1%;344,014;6533;2%;753;0.09%
2022;4;1,110,168;30;49%;51%;232,802;16.3%;440,071;7813;2%;932;0.08%
2022;5;1,289,190;31;49%;51%;239,721;15.5%;478,093;9406;2%;1182;0.09%
2022;6;1,306,711;32;48%;52%;246,566;14.8%;500,568;9611;2%;1309;0.10%
2022;7;1,190,075;33;48%;52%;214,666;14.5%;465,128;9523;2%;1195;0.10%
2022;8;1,089,658;34;48%;52%;194,629;14.0%;417,703;8801;2%;850;0.08%
2022;9;1,122,851;35;47%;53%;185,077;13.0%;433,042;7980;2%;589;0.05%
2022;10;1,373,052;35;48%;52%;160,798;12.2%;484,434;7478;2%;275;0.02%
