Stand: 23.02.2022 07:47:38;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;31;4,833;36;50%;50%;3,793;24.9%;4,210;386;9%;37;0.77%
2020;32;6,062;34;54%;46%;4,584;30.1%;5,289;404;8%;33;0.54%
2020;33;7,952;32;53%;47%;5,860;33.1%;6,931;446;6%;31;0.39%
2020;34;9,597;32;55%;45%;7,195;34.4%;8,224;438;5%;31;0.32%
2020;35;8,833;32;53%;47%;6,862;30.4%;7,340;373;5%;18;0.20%
2020;36;8,613;33;54%;46%;6,664;26.6%;7,028;407;6%;36;0.42%
2020;37;9,758;35;52%;48%;7,682;20.0%;7,923;476;6%;68;0.70%
2020;38;12,290;36;51%;49%;9,937;18.1%;10,115;685;7%;82;0.67%
2020;39;13,066;37;52%;48%;10,482;17.9%;10,833;782;7%;110;0.84%
2020;40;15,928;38;52%;48%;12,719;17.1%;13,437;891;7%;122;0.77%
2020;41;26,118;39;51%;49%;20,228;16.1%;21,476;1625;8%;246;0.94%
2020;42;42,060;39;51%;49%;31,330;15.7%;33,912;2364;7%;463;1.10%
2020;43;74,870;40;50%;50%;53,262;15.1%;58,384;4182;7%;1015;1.36%
2020;44;110,998;41;50%;50%;76,981;15.3%;84,579;6006;7%;1619;1.46%
2020;45;125,727;41;49%;51%;87,192;15.0%;94,212;6923;7%;1896;1.51%
2020;46;127,800;42;48%;52%;87,609;14.7%;96,531;7624;8%;2529;1.98%
2020;47;128,389;43;47%;53%;88,563;14.7%;96,557;8173;8%;3216;2.50%
2020;48;123,140;44;47%;53%;84,493;15.4%;92,365;8398;9%;3584;2.91%
2020;49;128,359;45;46%;54%;89,674;14.1%;96,535;9256;10%;4465;3.48%
2020;50;156,295;46;45%;55%;110,408;14.5%;117,472;11344;10%;5741;3.67%
2020;51;174,694;46;45%;55%;122,345;14.4%;130,097;12644;10%;6433;3.68%
2020;52;138,920;48;44%;56%;95,487;15.8%;103,249;11113;11%;5698;4.10%
2020;53;123,088;49;44%;56%;87,503;13.4%;93,518;11054;12%;5702;4.63%
2021;1;145,481;48;45%;55%;106,574;13.1%;111,599;11250;10%;5714;3.93%
2021;2;118,908;48;45%;55%;86,014;15.9%;91,605;9977;11%;5075;4.27%
2021;3;95,547;48;46%;54%;71,005;16.0%;75,955;8924;12%;4079;4.27%
2021;4;78,170;48;46%;54%;58,800;16.1%;64,045;7570;12%;3077;3.94%
2021;5;64,587;46;47%;53%;49,685;16.2%;53,429;6506;12%;2243;3.47%
2021;6;50,816;45;48%;52%;40,047;16.6%;42,431;5236;12%;1676;3.30%
2021;7;52,416;44;49%;51%;41,724;16.3%;43,997;5152;12%;1470;2.80%
2021;8;56,347;42;50%;50%;44,937;16.1%;47,195;4849;10%;1215;2.16%
2021;9;58,377;40;51%;49%;47,185;16.0%;48,729;4441;9%;1043;1.79%
2021;10;71,337;39;50%;50%;57,758;16.1%;58,732;4917;8%;1091;1.53%
2021;11;92,593;39;50%;50%;74,478;15.5%;75,530;5794;8%;1275;1.38%
2021;12;116,276;38;51%;49%;91,841;16.2%;94,342;6901;7%;1517;1.30%
2021;13;110,095;39;51%;49%;86,377;15.7%;89,079;6951;8%;1581;1.44%
2021;14;118,254;39;51%;49%;94,360;14.1%;95,198;7614;8%;1577;1.33%
2021;15;142,058;38;51%;49%;111,830;16.1%;114,831;7844;7%;1616;1.14%
2021;16;144,743;37;52%;48%;113,760;17.3%;117,044;8020;7%;1606;1.11%
2021;17;124,795;37;52%;48%;99,070;17.5%;100,469;6767;7%;1292;1.04%
2021;18;100,970;37;51%;49%;81,632;17.1%;82,392;5526;7%;1002;0.99%
2021;19;70,809;37;51%;49%;57,421;17.5%;58,173;4065;7%;663;0.94%
2021;20;52,691;36;51%;49%;42,840;18.1%;43,645;2792;6%;440;0.84%
2021;21;29,887;35;52%;48%;24,292;18.7%;24,703;1719;7%;258;0.86%
2021;22;20,684;34;51%;49%;16,661;20.0%;17,129;1141;7%;141;0.68%
2021;23;14,050;33;51%;49%;11,353;22.2%;11,871;813;7%;66;0.47%
2021;24;7,275;32;51%;49%;5,850;22.6%;6,158;525;9%;46;0.63%
2021;25;4,844;32;54%;46%;3,944;21.4%;4,078;362;9%;30;0.62%
2021;26;4,375;32;53%;47%;3,668;17.2%;3,733;317;8%;24;0.55%
2021;27;5,581;32;53%;47%;4,781;13.3%;4,691;363;8%;24;0.43%
2021;28;9,102;30;54%;46%;7,961;12.5%;7,618;413;5%;29;0.32%
2021;29;12,628;30;52%;48%;11,119;12.1%;10,385;586;6%;39;0.31%
2021;30;15,507;31;52%;48%;13,654;12.2%;12,622;785;6%;69;0.44%
2021;31;20,416;30;52%;48%;17,723;12.6%;16,160;1010;6%;86;0.42%
2021;32;32,069;30;51%;49%;27,458;12.3%;24,872;1665;7%;143;0.45%
2021;33;49,639;29;51%;49%;41,055;14.9%;38,358;2353;6%;221;0.45%
2021;34;66,359;29;51%;49%;53,317;15.8%;50,868;3188;6%;343;0.52%
2021;35;74,701;30;50%;50%;58,374;16.5%;56,279;3255;6%;426;0.57%
2021;36;71,680;30;50%;50%;56,216;15.3%;53,929;3275;6%;443;0.62%
2021;37;61,457;31;51%;49%;49,004;15.4%;46,577;2766;6%;379;0.62%
2021;38;53,613;31;50%;50%;42,849;14.6%;40,678;2470;6%;349;0.65%
2021;39;56,484;32;50%;50%;46,091;12.8%;43,395;2535;6%;414;0.73%
2021;40;58,006;34;50%;50%;48,263;12.4%;44,475;2608;6%;480;0.83%
2021;41;65,352;34;49%;51%;53,892;10.6%;49,658;3053;6%;570;0.87%
2021;42;97,729;36;49%;51%;79,870;10.1%;72,775;4721;6%;1029;1.05%
2021;43;137,039;36;49%;51%;108,524;10.9%;99,153;5887;6%;1249;0.91%
2021;44;177,891;37;49%;51%;128,476;10.4%;118,702;6970;6%;1636;0.92%
2021;45;271,377;36;49%;51%;169,960;11.0%;167,566;8714;5%;2218;0.82%
2021;46;351,794;36;49%;51%;194,556;11.7%;202,935;10258;5%;2616;0.74%
2021;47;403,360;36;49%;51%;201,867;12.1%;217,486;10830;5%;2981;0.74%
2021;48;388,354;36;50%;50%;185,400;12.6%;205,058;10407;5%;2757;0.71%
2021;49;338,220;35;49%;51%;163,399;13.2%;182,077;9564;5%;2397;0.71%
2021;50;273,620;34;49%;51%;133,432;14.1%;150,607;7785;5%;1876;0.69%
2021;51;193,942;34;49%;51%;95,807;15.2%;106,944;5357;5%;1201;0.62%
2021;52;208,658;35;49%;51%;101,639;12.8%;114,522;5152;4%;928;0.44%
2022;1;337,999;33;49%;51%;147,697;13.7%;180,852;5041;3%;764;0.23%
2022;2;485,882;31;50%;50%;167,078;16.4%;235,450;4850;2%;582;0.12%
2022;3;795,139;30;50%;50%;207,343;16.3%;337,671;6322;2%;646;0.08%
2022;4;1,104,728;30;49%;51%;216,056;16.6%;428,514;7408;2%;761;0.07%
2022;5;1,275,550;31;49%;51%;219,392;15.7%;464,217;8749;2%;821;0.06%
2022;6;1,299,459;32;48%;52%;218,179;14.8%;483,088;8355;2%;677;0.05%
2022;7;1,166,661;34;48%;52%;158,077;13.9%;418,267;6661;2%;350;0.03%
