Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 29/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;37;9,763;35;52%;48%;7,665;20.2%;8,165;478;6%;68;0.70%
2020;38;12,288;36;51%;49%;9,909;18.3%;10,310;687;7%;81;0.66%
2020;39;13,060;37;52%;48%;10,471;18.1%;11,030;780;7%;109;0.83%
2020;40;15,924;38;52%;48%;12,679;17.4%;13,653;888;7%;122;0.77%
2020;41;26,114;39;51%;49%;20,136;16.4%;21,723;1610;7%;245;0.94%
2020;42;42,058;39;51%;49%;31,095;15.9%;34,185;2353;7%;464;1.10%
2020;43;74,859;40;50%;50%;52,845;15.4%;58,766;4158;7%;1006;1.34%
2020;44;111,027;41;50%;50%;76,465;15.5%;85,325;6007;7%;1619;1.46%
2020;45;125,770;41;49%;51%;86,749;15.2%;95,106;6926;7%;1885;1.50%
2020;46;127,775;42;48%;52%;87,290;14.7%;97,177;7621;8%;2514;1.97%
2020;47;128,375;43;47%;53%;88,018;14.7%;96,905;8148;8%;3202;2.49%
2020;48;123,204;44;47%;53%;83,901;15.4%;92,949;8405;9%;3575;2.90%
2020;49;128,401;45;46%;54%;89,034;14.2%;97,158;9219;9%;4442;3.46%
2020;50;156,330;46;45%;55%;109,584;14.5%;118,221;11331;10%;5721;3.66%
2020;51;174,756;46;45%;55%;121,371;14.4%;131,075;12638;10%;6398;3.66%
2020;52;139,002;48;44%;56%;94,573;15.8%;103,936;11138;11%;5664;4.07%
2020;53;123,098;49;44%;56%;86,892;13.4%;94,523;11043;12%;5661;4.60%
2021;1;145,481;48;45%;55%;105,668;13.2%;112,253;11227;10%;5671;3.90%
2021;2;118,944;48;45%;55%;85,280;15.8%;92,268;9972;11%;5023;4.22%
2021;3;95,549;48;46%;54%;70,469;15.9%;76,675;8890;12%;4030;4.22%
2021;4;78,119;48;46%;54%;58,266;15.9%;64,453;7565;12%;3052;3.91%
2021;5;64,573;46;47%;53%;49,363;16.2%;54,191;6500;12%;2225;3.45%
2021;6;50,803;45;48%;52%;39,766;16.5%;42,997;5230;12%;1667;3.28%
2021;7;52,408;44;49%;51%;41,501;16.3%;44,598;5154;12%;1464;2.79%
2021;8;56,364;42;50%;50%;44,674;16.1%;47,779;4849;10%;1202;2.13%
2021;9;58,374;40;51%;49%;46,746;16.1%;49,455;4416;9%;1035;1.77%
2021;10;71,314;39;50%;50%;57,390;16.1%;59,709;4912;8%;1085;1.52%
2021;11;92,603;39;50%;50%;73,949;15.6%;76,875;5761;7%;1258;1.36%
2021;12;116,270;38;51%;49%;91,369;16.3%;96,477;6863;7%;1493;1.28%
2021;13;110,110;39;51%;49%;85,625;15.8%;90,656;6901;8%;1551;1.41%
2021;14;118,255;39;51%;49%;93,092;14.1%;97,196;7547;8%;1544;1.31%
2021;15;142,047;38;51%;49%;110,450;16.1%;117,155;7799;7%;1592;1.12%
2021;16;144,778;37;52%;48%;112,557;17.3%;120,150;7978;7%;1561;1.08%
2021;17;124,850;37;52%;48%;97,654;17.5%;103,168;6691;6%;1243;1.00%
2021;18;101,020;37;51%;49%;80,042;17.0%;84,423;5478;6%;966;0.96%
2021;19;70,871;37;51%;49%;56,010;17.4%;59,974;3998;7%;631;0.89%
2021;20;52,761;36;51%;49%;41,600;17.9%;44,627;2757;6%;414;0.78%
2021;21;29,900;35;52%;48%;23,906;18.8%;25,749;1703;7%;246;0.82%
2021;22;20,720;34;51%;49%;16,481;20.0%;17,985;1128;6%;130;0.63%
2021;23;14,036;33;51%;49%;11,187;22.1%;12,367;810;7%;63;0.45%
2021;24;7,271;32;52%;48%;5,736;22.7%;6,419;515;8%;38;0.52%
2021;25;4,809;32;54%;46%;3,821;21.3%;4,235;354;8%;26;0.54%
2021;26;4,339;32;53%;47%;3,516;17.2%;3,811;301;8%;13;0.30%
2021;27;5,563;32;54%;46%;4,377;13.3%;4,716;338;7%;11;0.20%
2021;28;9,058;30;54%;46%;7,052;12.3%;7,601;357;5%;8;0.09%
2021;29;12,399;30;52%;48%;8,605;13.1%;9,792;354;4%;1;0.01%
