Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 37/2021;;;;;;;;;;;;
Stand: 22.09.2021 11:16:20;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;27;2,686;36;52%;48%;2,066;26.7%;2,463;263;11%;26;0.97%
2020;28;2,423;36;56%;44%;1,910;23.8%;2,195;258;12%;25;1.03%
2020;29;3,024;36;52%;48%;2,377;23.0%;2,667;322;12%;30;0.99%
2020;30;3,925;36;52%;48%;3,168;27.1%;3,475;334;10%;33;0.84%
2020;31;4,833;36;50%;50%;3,796;25.1%;4,241;389;9%;37;0.77%
2020;32;6,057;34;54%;46%;4,583;30.2%;5,303;404;8%;32;0.53%
2020;33;7,949;32;53%;47%;5,869;33.2%;7,000;446;6%;31;0.39%
2020;34;9,596;32;55%;45%;7,212;34.6%;8,351;437;5%;31;0.32%
2020;35;8,830;32;53%;47%;6,873;30.5%;7,465;373;5%;18;0.20%
2020;36;8,615;33;54%;46%;6,683;26.9%;7,166;408;6%;36;0.42%
2020;37;9,761;35;52%;48%;7,695;20.2%;8,129;483;6%;68;0.70%
2020;38;12,292;36;51%;49%;9,939;18.2%;10,311;690;7%;81;0.66%
2020;39;13,059;37;52%;48%;10,483;18.1%;11,002;781;7%;110;0.84%
2020;40;15,922;38;52%;48%;12,717;17.3%;13,662;892;7%;122;0.77%
2020;41;26,109;39;51%;49%;20,230;16.2%;21,770;1617;7%;245;0.94%
2020;42;42,063;39;51%;49%;31,291;15.8%;34,314;2365;7%;463;1.10%
2020;43;74,873;40;50%;50%;53,131;15.2%;59,063;4201;7%;1011;1.35%
2020;44;111,008;41;50%;50%;76,677;15.4%;85,323;6016;7%;1618;1.46%
2020;45;125,727;41;49%;51%;86,874;15.1%;95,111;6934;7%;1887;1.50%
2020;46;127,770;42;48%;52%;87,419;14.7%;97,316;7634;8%;2519;1.97%
2020;47;128,363;43;47%;53%;88,243;14.7%;97,296;8164;8%;3202;2.49%
2020;48;123,170;44;47%;53%;84,254;15.3%;92,998;8408;9%;3576;2.90%
2020;49;128,346;45;46%;54%;89,362;14.1%;97,377;9246;9%;4448;3.47%
2020;50;156,286;46;45%;55%;109,918;14.6%;118,374;11361;10%;5730;3.67%
2020;51;174,705;46;45%;55%;121,868;14.5%;131,192;12629;10%;6415;3.67%
2020;52;138,953;48;44%;56%;94,931;15.8%;103,903;11123;11%;5681;4.09%
2020;53;123,071;49;44%;56%;87,205;13.4%;94,411;11066;12%;5671;4.61%
2021;1;145,441;48;45%;55%;106,007;13.2%;112,087;11260;10%;5679;3.90%
2021;2;118,904;48;45%;55%;85,682;15.9%;92,022;9980;11%;5030;4.23%
2021;3;95,517;48;46%;54%;70,713;16.0%;76,323;8918;12%;4031;4.22%
2021;4;78,126;48;46%;54%;58,620;16.1%;64,429;7578;12%;3059;3.92%
2021;5;64,558;46;47%;53%;49,571;16.2%;53,820;6503;12%;2230;3.45%
2021;6;50,809;45;48%;52%;39,929;16.5%;42,677;5235;12%;1669;3.28%
2021;7;52,390;44;49%;51%;41,660;16.3%;44,248;5160;12%;1467;2.80%
2021;8;56,348;42;50%;50%;44,847;16.1%;47,454;4853;10%;1206;2.14%
2021;9;58,369;40;51%;49%;47,109;16.0%;49,174;4439;9%;1042;1.79%
2021;10;71,310;39;50%;50%;57,579;16.1%;59,128;4913;8%;1087;1.52%
2021;11;92,579;39;50%;50%;74,275;15.6%;76,268;5788;8%;1268;1.37%
2021;12;116,259;38;51%;49%;91,566;16.2%;95,513;6882;7%;1503;1.29%
2021;13;110,094;39;51%;49%;86,175;15.7%;90,052;6929;8%;1567;1.42%
2021;14;118,241;39;51%;49%;93,854;14.1%;96,613;7593;8%;1562;1.32%
2021;15;142,020;38;51%;49%;111,354;16.1%;116,262;7833;7%;1602;1.13%
2021;16;144,791;37;52%;48%;113,575;17.3%;118,731;8010;7%;1585;1.09%
2021;17;124,792;37;52%;48%;98,431;17.5%;101,723;6748;7%;1275;1.02%
2021;18;101,006;37;51%;49%;81,078;17.1%;83,668;5509;7%;984;0.97%
2021;19;70,842;37;51%;49%;56,934;17.5%;58,917;4046;7%;647;0.91%
2021;20;52,701;36;51%;49%;42,354;18.0%;43,997;2781;6%;432;0.82%
2021;21;29,876;35;52%;48%;24,111;18.7%;25,171;1703;7%;253;0.85%
2021;22;20,680;34;51%;49%;16,544;19.9%;17,472;1137;7%;136;0.66%
2021;23;14,024;33;51%;49%;11,256;22.1%;12,089;811;7%;65;0.46%
2021;24;7,262;32;52%;48%;5,803;22.6%;6,273;519;8%;43;0.59%
2021;25;4,817;32;54%;46%;3,916;21.4%;4,146;359;9%;29;0.60%
2021;26;4,349;32;53%;47%;3,641;17.1%;3,771;314;8%;21;0.48%
2021;27;5,562;32;53%;47%;4,765;13.1%;4,807;360;7%;24;0.43%
2021;28;9,091;30;54%;46%;7,917;12.5%;7,774;409;5%;28;0.31%
2021;29;12,612;30;52%;48%;11,035;12.1%;10,322;580;6%;37;0.29%
2021;30;15,484;31;52%;48%;13,491;12.1%;12,421;773;6%;63;0.41%
2021;31;20,397;30;52%;48%;17,397;12.5%;15,529;979;6%;78;0.38%
2021;32;32,039;30;51%;49%;26,368;12.2%;23,367;1591;7%;125;0.39%
2021;33;49,577;29;51%;49%;37,631;14.5%;34,396;2158;6%;178;0.36%
2021;34;66,258;29;51%;49%;48,309;15.4%;45,488;2886;6%;242;0.37%
2021;35;74,637;30;50%;50%;51,112;16.2%;49,088;2863;6%;242;0.32%
2021;36;71,604;30;50%;50%;47,447;14.8%;45,973;2670;6%;153;0.21%
2021;37;61,137;31;51%;49%;36,293;15.4%;36,296;1829;5%;82;0.13%
