;;;;;;;;;;;;
Stand: 01.12.2021 07:13:24;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;31;20,412;30;52%;48%;17,712;12.6%;16,018;1013;6%;85;0.42%
2021;32;32,057;30;51%;49%;27,426;12.3%;24,643;1659;7%;140;0.44%
2021;33;49,621;29;51%;49%;40,970;14.9%;37,992;2346;6%;217;0.44%
2021;34;66,342;29;51%;49%;53,223;15.8%;50,416;3181;6%;339;0.51%
2021;35;74,676;30;50%;50%;58,223;16.4%;55,653;3236;6%;408;0.55%
2021;36;71,661;30;50%;50%;55,867;15.3%;53,332;3259;6%;421;0.59%
2021;37;61,449;31;51%;49%;48,608;15.4%;46,262;2752;6%;355;0.58%
2021;38;53,604;31;50%;50%;42,480;14.6%;40,458;2454;6%;333;0.62%
2021;39;56,464;32;50%;50%;45,610;12.8%;43,157;2520;6%;386;0.68%
2021;40;57,957;34;50%;50%;47,681;12.4%;44,227;2576;6%;440;0.76%
2021;41;65,256;34;49%;51%;53,076;10.7%;49,114;3024;6%;499;0.76%
2021;42;97,460;36;49%;51%;77,166;10.1%;71,165;4632;7%;877;0.90%
2021;43;136,828;36;49%;51%;102,934;11.0%;95,698;5706;6%;1023;0.75%
2021;44;177,673;37;49%;51%;116,436;10.6%;112,968;6602;6%;1182;0.67%
2021;45;270,877;36;49%;51%;143,789;11.1%;154,624;7890;5%;1282;0.47%
2021;46;350,912;36;49%;51%;148,253;11.7%;177,657;8281;5%;984;0.28%
2021;47;398,679;36;49%;51%;119,516;12.2%;173,417;6242;4%;479;0.12%
