Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 21/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2020;33;7,952;32;53%;47%;5,850;33.1%;7,012;439;6%;30;0.38%
2020;34;9,598;32;55%;45%;7,206;34.5%;8,320;435;5%;30;0.31%
2020;35;8,820;32;53%;47%;6,880;30.7%;7,438;366;5%;18;0.20%
2020;36;8,620;33;54%;46%;6,660;27.2%;7,092;399;6%;36;0.42%
2020;37;9,775;35;52%;48%;7,624;20.5%;8,050;468;6%;66;0.68%
2020;38;12,290;36;51%;49%;9,777;18.7%;10,072;676;7%;79;0.64%
2020;39;13,063;37;52%;48%;10,393;18.3%;10,868;774;7%;107;0.82%
2020;40;15,929;38;52%;48%;12,632;17.5%;13,504;878;7%;121;0.76%
2020;41;26,124;39;51%;49%;20,157;16.7%;21,594;1597;7%;241;0.92%
2020;42;42,072;39;51%;49%;30,969;16.0%;33,782;2328;7%;461;1.10%
2020;43;74,813;40;50%;50%;52,634;15.5%;58,300;4120;7%;995;1.33%
2020;44;111,066;41;50%;50%;75,914;15.6%;84,243;5958;7%;1606;1.45%
2020;45;125,769;41;49%;51%;85,680;15.2%;93,057;6889;7%;1868;1.49%
2020;46;127,813;42;48%;52%;86,361;14.9%;94,934;7528;8%;2487;1.95%
2020;47;128,419;43;47%;53%;86,920;14.8%;94,504;8072;9%;3178;2.47%
2020;48;123,260;44;47%;53%;83,074;15.4%;90,599;8329;9%;3537;2.87%
2020;49;128,442;45;46%;54%;88,058;14.2%;94,839;9145;10%;4396;3.42%
2020;50;156,414;46;45%;55%;108,361;14.7%;115,171;11213;10%;5667;3.62%
2020;51;174,793;46;45%;55%;119,589;14.5%;127,271;12484;10%;6333;3.62%
2020;52;139,077;48;44%;56%;92,897;15.8%;101,072;11024;11%;5625;4.04%
2020;53;123,104;49;44%;56%;85,262;13.5%;91,175;10878;12%;5606;4.55%
2021;1;145,472;48;45%;55%;103,365;13.1%;108,667;11030;10%;5600;3.85%
2021;2;119,086;48;45%;55%;82,293;15.7%;88,775;9704;11%;4982;4.18%
2021;3;95,608;48;46%;54%;67,722;15.6%;73,242;8592;12%;3974;4.16%
2021;4;78,200;48;46%;54%;55,937;15.9%;61,768;7281;12%;3033;3.88%
2021;5;64,643;46;47%;53%;47,253;16.0%;52,049;6260;12%;2186;3.38%
2021;6;50,845;45;48%;52%;38,086;16.4%;41,216;5004;12%;1639;3.22%
2021;7;52,482;44;49%;51%;39,552;16.2%;42,696;4925;12%;1428;2.72%
2021;8;56,417;42;50%;50%;42,631;15.8%;45,598;4596;10%;1180;2.09%
2021;9;58,449;40;51%;49%;44,288;15.5%;46,908;4163;9%;1003;1.72%
2021;10;71,421;39;50%;50%;54,040;15.6%;56,420;4626;8%;1059;1.48%
2021;11;92,684;39;50%;50%;69,860;15.2%;72,951;5404;7%;1214;1.31%
2021;12;116,466;38;51%;49%;85,639;15.8%;90,892;6449;7%;1435;1.23%
2021;13;110,252;39;51%;49%;78,979;15.3%;84,016;6337;8%;1464;1.33%
2021;14;118,404;39;51%;49%;85,233;14.0%;90,422;6839;8%;1436;1.21%
2021;15;142,202;38;51%;49%;100,114;16.0%;108,264;7117;7%;1437;1.01%
2021;16;145,065;37;52%;48%;100,133;16.9%;109,803;7122;6%;1324;0.91%
2021;17;124,991;37;52%;48%;86,377;16.9%;93,934;5931;6%;1012;0.81%
2021;18;101,162;37;51%;49%;70,291;16.6%;76,985;4768;6%;687;0.68%
2021;19;70,948;37;51%;49%;48,896;17.1%;54,220;3409;6%;382;0.54%
2021;20;52,865;36;51%;49%;35,598;17.3%;39,558;2172;5%;169;0.32%
2021;21;29,630;35;52%;48%;18,253;18.4%;21,216;1088;5%;49;0.17%
