Altersmedian/-mittelwert für Hospitalisierte, Patienten auf Intensivstation und Verstorbene von an das RKI übermittelten COVID-19-Fällen für die Meldewochen KW 10 – 53/2020 und KW 01 - 50/2021;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Stand: 22.12.2021 08:23:24;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Meldejahr;Meldewoche;Alle_Altersmedian;Hosp_Altersmedian;ITS_Altersmedian;Verstorben_Altersmedian;;;Meldejahr;Meldewoche;Fälle gesamt;Alle_MW_Alter;Hosp_MW_Alter;ITS_MW_Alter;Verst_MW_Alter
2021;31;28;47;56;80;;;2021;31;20,412;30;48;56;75
2021;32;28;48;56;75;;;2021;32;32,065;30;48;55;72
2021;33;27;48;56;76;;;2021;33;49,625;29;48;55;72
2021;34;27;49;55;78;;;2021;34;66,347;29;49;55;74
2021;35;28;51;58;77;;;2021;35;74,674;30;51;57;73
2021;36;29;53;61;80;;;2021;36;71,658;30;53;60;75
2021;37;29;55;61;81;;;2021;37;61,451;31;54;60;76
2021;38;30;56;62;82;;;2021;38;53,604;31;55;60;78
2021;39;31;59;63;81;;;2021;39;56,460;32;56;62;76
2021;40;32;63;63;82;;;2021;40;57,975;34;59;62;78
2021;41;33;63;65;81;;;2021;41;65,311;34;60;63;77
2021;42;35;67;66;83;;;2021;42;97,678;36;62;65;79
2021;43;35;68;67;82;;;2021;43;137,016;36;63;65;79
2021;44;37;69;68;83;;;2021;44;177,901;37;64;65;80
2021;45;35;69;67;82;;;2021;45;271,353;36;64;65;79
2021;46;36;69;67;82;;;2021;46;351,775;36;64;65;79
2021;47;36;69;67;82;;;2021;47;403,272;36;64;65;79
2021;48;36;68;66;82;;;2021;48;388,233;36;63;64;79
2021;49;35;68;67;83;;;2021;49;337,818;35;63;65;79
2021;50;34;69;67;83;;;2021;50;272,211;34;63;65;80
