;;;;;;;;;;;;
Stand: 02.02.2022 07:45:29;;;;;;;;;;;;
;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;13;110,102;39;51%;49%;86,387;15.7%;89,085;6951;8%;1577;1.43%
2021;14;118,261;39;51%;49%;94,364;14.1%;95,223;7615;8%;1575;1.33%
2021;15;142,054;38;51%;49%;111,830;16.1%;114,838;7844;7%;1616;1.14%
2021;16;144,748;37;52%;48%;113,762;17.3%;117,078;8019;7%;1605;1.11%
2021;17;124,773;37;52%;48%;99,056;17.5%;100,464;6764;7%;1289;1.03%
2021;18;100,971;37;51%;49%;81,636;17.1%;82,413;5525;7%;999;0.99%
2021;19;70,804;37;51%;49%;57,424;17.5%;58,185;4065;7%;662;0.93%
2021;20;52,688;36;51%;49%;42,611;18.0%;43,432;2791;6%;440;0.84%
2021;21;29,885;35;52%;48%;24,290;18.7%;24,701;1718;7%;257;0.86%
2021;22;20,683;34;51%;49%;16,657;20.0%;17,131;1141;7%;140;0.68%
2021;23;14,044;33;51%;49%;11,352;22.2%;11,868;813;7%;66;0.47%
2021;24;7,277;32;51%;49%;5,853;22.6%;6,161;525;9%;46;0.63%
2021;25;4,839;32;54%;46%;3,943;21.4%;4,079;362;9%;30;0.62%
2021;26;4,366;32;53%;47%;3,666;17.2%;3,732;317;8%;23;0.53%
2021;27;5,580;32;53%;47%;4,782;13.3%;4,690;363;8%;24;0.43%
2021;28;9,102;30;54%;46%;7,962;12.5%;7,622;413;5%;29;0.32%
2021;29;12,625;30;52%;48%;11,119;12.1%;10,382;586;6%;39;0.31%
2021;30;15,508;31;52%;48%;13,655;12.1%;12,626;787;6%;69;0.44%
2021;31;20,413;30;52%;48%;17,721;12.6%;16,164;1010;6%;86;0.42%
2021;32;32,063;30;51%;49%;27,455;12.3%;24,867;1665;7%;142;0.44%
2021;33;49,630;29;51%;49%;41,046;14.9%;38,350;2352;6%;220;0.44%
2021;34;66,352;29;51%;49%;53,310;15.8%;50,857;3186;6%;343;0.52%
2021;35;74,691;30;50%;50%;58,355;16.4%;56,277;3253;6%;421;0.56%
2021;36;71,674;30;50%;50%;56,195;15.3%;53,919;3271;6%;442;0.62%
2021;37;61,453;31;51%;49%;48,979;15.4%;46,566;2759;6%;375;0.61%
2021;38;53,618;31;50%;50%;42,838;14.6%;40,670;2465;6%;345;0.64%
2021;39;56,477;32;50%;50%;46,080;12.8%;43,378;2533;6%;407;0.72%
2021;40;58,008;34;50%;50%;48,239;12.4%;44,442;2596;6%;477;0.82%
2021;41;65,346;34;49%;51%;53,853;10.6%;49,618;3049;6%;562;0.86%
2021;42;97,729;36;49%;51%;79,680;10.1%;72,621;4714;6%;1020;1.04%
2021;43;137,039;36;49%;51%;108,169;10.9%;98,860;5877;6%;1242;0.91%
2021;44;177,897;37;49%;51%;127,750;10.4%;118,126;6949;6%;1620;0.91%
2021;45;271,381;36;49%;51%;168,696;11.0%;166,977;8686;5%;2193;0.81%
2021;46;351,765;36;49%;51%;191,320;11.8%;202,057;10218;5%;2573;0.73%
2021;47;403,424;36;49%;51%;198,036;12.2%;216,474;10754;5%;2911;0.72%
2021;48;388,352;36;50%;50%;182,697;12.5%;203,428;10324;5%;2672;0.69%
2021;49;338,163;35;49%;51%;159,455;13.2%;179,842;9476;5%;2308;0.68%
2021;50;273,532;34;49%;51%;131,041;14.1%;149,192;7700;5%;1788;0.65%
2021;51;193,932;34;49%;51%;94,078;15.3%;106,035;5281;5%;1142;0.59%
2021;52;208,566;35;49%;51%;100,073;12.8%;113,582;5083;4%;840;0.40%
2022;1;337,605;34;49%;51%;142,933;13.7%;177,893;4910;3%;639;0.19%
2022;2;485,368;31;50%;50%;158,408;16.4%;228,999;4593;2%;410;0.08%
2022;3;791,253;30;50%;50%;181,672;16.0%;320,377;5522;2%;351;0.04%
2022;4;1,060,988;30;49%;51%;142,029;14.1%;360,905;5057;1%;171;0.02%
