Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 23/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;6;50,833;45;48%;52%;38,474;16.4%;41,809;5071;12%;1648;3.24%
2021;7;52,451;44;49%;51%;39,957;16.2%;43,155;4965;12%;1443;2.75%
2021;8;56,393;42;50%;50%;43,044;15.8%;46,188;4638;10%;1188;2.11%
2021;9;58,421;40;51%;49%;45,018;15.6%;47,732;4211;9%;1016;1.74%
2021;10;71,391;39;50%;50%;54,714;15.7%;57,213;4690;8%;1071;1.50%
2021;11;92,642;39;50%;50%;70,671;15.3%;73,868;5464;7%;1228;1.33%
2021;12;116,436;38;51%;49%;87,178;15.8%;92,521;6538;7%;1459;1.25%
2021;13;110,169;39;51%;49%;82,588;15.4%;87,440;6643;8%;1501;1.36%
2021;14;118,317;39;51%;49%;88,493;14.1%;93,189;7103;8%;1481;1.25%
2021;15;142,116;38;51%;49%;103,206;16.1%;111,582;7284;7%;1513;1.06%
2021;16;144,976;37;52%;48%;103,919;17.0%;113,330;7322;6%;1446;1.00%
2021;17;124,905;37;52%;48%;89,689;16.9%;96,467;6099;6%;1143;0.92%
2021;18;101,112;37;51%;49%;72,743;16.6%;78,747;4964;6%;834;0.82%
2021;19;70,908;37;51%;49%;50,775;17.2%;55,767;3585;6%;521;0.73%
2021;20;52,844;36;51%;49%;37,998;17.4%;41,487;2457;6%;325;0.62%
2021;21;29,935;35;51%;49%;21,282;18.2%;23,532;1467;6%;158;0.53%
2021;22;20,729;34;51%;49%;14,262;19.6%;16,088;901;6%;60;0.29%
2022;23;14,029;33;51%;49%;9,108;21.9%;10,656;572;5%;11;0.08%
