Altersmedian/-mittelwert für Hospitalisierte, Patienten auf Intensivstation und Verstorbene von an das RKI übermittelten COVID-19-Fällen für die Meldewochen KW 10 – 53/2020, KW 01 – 52/2021 und KW 01/2022;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Stand: 12.01.2022 07:32:01;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Meldejahr;Meldewoche;Alle_Altersmedian;Hosp_Altersmedian;ITS_Altersmedian;Verstorben_Altersmedian;;;Meldejahr;Meldewoche;Fälle gesamt;Alle_MW_Alter;Hosp_MW_Alter;ITS_MW_Alter;Verst_MW_Alter
2021;14;39;63;66;78;;;2021;14;118,269;39;60;64;75
2021;15;37;64;66;78;;;2021;15;142,048;38;60;64;75
2021;16;37;62;66;77;;;2021;16;144,736;37;60;63;74
2021;17;37;62;65;78;;;2021;17;124,779;37;59;63;75
2021;18;37;62;66;78;;;2021;18;100,970;37;59;64;75
2021;19;36;62;64;78;;;2021;19;70,793;37;59;62;75
2021;20;35;61;65;79;;;2021;20;52,685;36;58;63;76
2021;21;34;60;65;78;;;2021;21;29,882;35;58;61;76
2021;22;33;59;63;79;;;2021;22;20,680;34;57;63;75
2021;23;31;57;61;79;;;2021;23;14,038;33;55;59;74
2021;24;30;55;58;76;;;2021;24;7,276;32;53;57;72
2021;25;30;53;61;71.5;;;2021;25;4,831;32;51;58;73
2021;26;29;54;61;76;;;2021;26;4,361;32;51;62;73
2021;27;28;53;59;79.5;;;2021;27;5,575;32;52;59;75
2021;28;27;47;54;79;;;2021;28;9,100;30;49;54;75
2021;29;27;48;56;74;;;2021;29;12,626;30;48;57;72
2021;30;28;50;58.5;74;;;2021;30;15,505;31;49;57;72
2021;31;28;47;56;80;;;2021;31;20,414;30;48;56;75
2021;32;28;48;56;75;;;2021;32;32,064;30;48;55;72
2021;33;27;48;56;76;;;2021;33;49,626;29;48;55;72
2021;34;27;49;55;78;;;2021;34;66,349;29;49;55;74
2021;35;28;51;58;77;;;2021;35;74,680;30;52;57;73
2021;36;29;53;61;80;;;2021;36;71,665;30;53;60;75
2021;37;29;55;61;81;;;2021;37;61,452;31;54;60;76
2021;38;30;56;62;82;;;2021;38;53,605;31;55;60;78
2021;39;31;59;63;81;;;2021;39;56,467;32;57;62;76
2021;40;32;63;63;81.5;;;2021;40;57,983;34;59;62;78
2021;41;33;63;65;81;;;2021;41;65,327;34;60;63;77
2021;42;35;66;66;83;;;2021;42;97,696;36;62;65;79
2021;43;35;68;67;82;;;2021;43;137,024;36;63;65;79
2021;44;37;69;68;83;;;2021;44;177,908;37;64;65;80
2021;45;35;69;67;82;;;2021;45;271,373;36;64;65;79
2021;46;36;69;67;81;;;2021;46;351,755;36;64;65;79
2021;47;36;69;67;81;;;2021;47;403,382;36;64;65;78
2021;48;36;68;66;81;;;2021;48;388,277;36;63;64;78
2021;49;35;68;67;81;;;2021;49;338,141;35;63;65;78
2021;50;34;68;67;82;;;2021;50;273,597;34;63;64;79
2021;51;33;67;66;82;;;2021;51;193,938;34;62;65;79
2021;52;34;64;67;83;;;2021;52;208,283;35;60;65;79
2022;01;31;61;66;83;;;2022;1;332,352;34;56;63;78
