Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 28/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;14;118,311;39;51%;49%;92,980;14.1%;97,131;7531;8%;1538;1.30%
2021;15;142,072;38;51%;49%;110,273;16.1%;117,053;7787;7%;1583;1.11%
2021;16;144,933;37;52%;48%;112,144;17.4%;120,020;7953;7%;1550;1.07%
2021;17;124,854;37;52%;48%;97,501;17.5%;103,005;6681;6%;1234;0.99%
2021;18;101,108;37;51%;49%;79,590;17.0%;83,951;5460;7%;949;0.94%
2021;19;70,886;37;51%;49%;55,659;17.4%;59,641;3976;7%;623;0.88%
2021;20;52,780;36;51%;49%;40,997;17.8%;44,122;2724;6%;411;0.78%
2021;21;29,911;35;52%;48%;23,332;18.6%;25,198;1647;7%;242;0.81%
2021;22;20,738;34;51%;49%;16,117;20.0%;17,650;1093;6%;128;0.62%
2021;23;14,048;33;51%;49%;10,955;22.0%;12,149;782;6%;59;0.42%
2021;24;7,272;32;52%;48%;5,570;22.4%;6,245;496;8%;35;0.48%
2021;25;4,811;32;54%;46%;3,682;21.0%;4,087;339;8%;22;0.46%
2021;26;4,344;32;53%;47%;3,389;17.1%;3,677;280;8%;12;0.28%
2021;27;5,560;32;54%;46%;4,151;13.3%;4,561;297;7%;7;0.13%
2021;28;8,934;30;54%;46%;6,172;13.3%;6,972;254;4%;6;0.07%
