Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 27/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;14;118,312;39;51%;49%;92,815;14.1%;97,051;7511;8%;1532;1.29%
2021;15;142,075;38;51%;49%;110,047;16.1%;116,906;7776;7%;1576;1.11%
2021;16;144,938;37;52%;48%;111,816;17.3%;119,788;7926;7%;1541;1.06%
2021;17;124,876;37;52%;48%;97,011;17.3%;102,675;6627;6%;1226;0.98%
2021;18;101,116;37;51%;49%;78,014;16.8%;82,560;5321;6%;935;0.92%
2021;19;70,888;37;51%;49%;54,223;17.3%;58,263;3833;7%;617;0.87%
2021;20;52,793;36;51%;49%;40,542;17.8%;43,609;2669;6%;405;0.77%
2021;21;29,916;35;52%;48%;23,158;18.6%;24,931;1634;7%;236;0.79%
2021;22;20,735;34;51%;49%;16,048;20.1%;17,496;1080;6%;122;0.59%
2021;23;14,057;33;51%;49%;10,959;22.2%;12,062;777;6%;58;0.41%
2021;24;7,273;32;52%;48%;5,555;22.5%;6,220;490;8%;32;0.44%
2021;25;4,808;32;54%;46%;3,631;21.1%;4,041;335;8%;19;0.40%
2021;26;4,335;32;53%;47%;3,194;17.0%;3,543;251;7%;8;0.18%
2021;27;5,492;32;54%;46%;3,663;13.6%;4,162;238;6%;4;0.07%
