Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 33/2021;;;;;;;;;;;;
Stand: 24.08.2021 07:25:50;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil der Hospitalisierten bei Fällen mit Angabe zur Hospitalisation;Anzahl Verstorben;Anteil Verstorben
2021;22;20,707;34;51%;49%;16,535;19.9%;17,920;1139;6%;134;0.65%
2021;23;14,027;33;51%;49%;11,223;22.0%;12,330;812;7%;65;0.46%
2021;24;7,261;32;52%;48%;5,788;22.5%;6,364;517;8%;42;0.58%
2021;25;4,809;32;54%;46%;3,882;21.4%;4,171;354;8%;28;0.58%
2021;26;4,344;32;53%;47%;3,611;16.8%;3,794;311;8%;21;0.48%
2021;27;5,556;32;53%;47%;4,730;13.0%;4,837;355;7%;24;0.43%
2021;28;9,073;30;54%;46%;7,815;12.3%;7,801;402;5%;23;0.25%
2021;29;12,598;30;52%;48%;10,872;12.1%;10,255;569;6%;29;0.23%
2021;30;15,470;31;52%;48%;13,137;12.1%;12,134;747;6%;50;0.32%
2021;31;20,363;30;52%;48%;16,318;12.4%;14,539;886;6%;46;0.23%
2021;32;31,975;30;51%;49%;23,196;12.5%;20,869;1312;6%;42;0.13%
2021;33;48,700;29;51%;49%;27,612;15.6%;27,309;1267;5%;24;0.05%
